
G13014, 'not'
G06037, 'hot'
G44001, 'not'
G55001, 'hot'
G22005, 'not'
G36002, 'hot'
G54003, 'not'
G48028, 'not'
G41004, 'hot'
G36004, 'hot'
G12004, 'not'
G29006, 'hot'
G42004, 'hot'
G36003, 'hot'
G26014, 'not'
G26001, 'not'
G08002, 'hot'
G36009, 'hot'
G36015, 'hot'
G18005, 'hot'
G17014, 'not'
G05003, 'hot'
G34001, 'hot'
G42013, 'not'
G37004, 'not'
G06004, 'hot'
G06030, 'not'
G36027, 'hot'
G05002, 'hot'
G28003, 'hot'
G42010, 'hot'
G24007, 'not'
G39010, 'hot'
G36017, 'hot'
G36001, 'not'
G13006, 'hot'
G12016, 'hot'
G41003, 'not'
G06014, 'hot'
G48010, 'not'
G26003, 'not'
G48023, 'hot'
G06029, 'hot'
G17007, 'not'
G37002, 'not'
G06006, 'hot'
G18006, 'hot'
G47002, 'not'
G36010, 'not'
G39006, 'not'
G12007, 'hot'
G48017, 'hot'
G12015, 'hot'
G26001, 'hot'
G13002, 'hot'
G17013, 'hot'
G36014, 'hot'
G06027, 'hot'
G34001, 'not'
G04003, 'hot'
G48036, 'not'
G26008, 'not'
G17004, 'hot'
G42016, 'not'
G45007, 'hot'
G34010, 'not'
G04009, 'not'
G09001, 'not'
G24001, 'not'
G44002, 'hot'
G17009, 'hot'
G18005, 'not'
G15002, 'hot'
G26007, 'not'
G06021, 'hot'
G06024, 'hot'
G41004, 'hot'
G12008, 'hot'
G48001, 'hot'
G11098, 'hot'
G41002, 'hot'
G04004, 'hot'
G26007, 'hot'
G42006, 'hot'
G48011, 'not'
G42008, 'not'
G26011, 'not'
G36025, 'hot'
G13014, 'not'
G47004, 'not'
G24006, 'not'
G48012, 'not'
G36019, 'not'
G17016, 'not'
G48014, 'not'
G26010, 'hot'
G39008, 'hot'
G17013, 'not'
G51011, 'not'
G17002, 'hot'
G48032, 'hot'
G17016, 'hot'
G06036, 'hot'
G11098, 'not'
G42002, 'hot'
G48027, 'hot'
G15001, 'hot'
G34007, 'hot'
G53008, 'not'
G26006, 'hot'
G42001, 'hot'
G06033, 'not'
G31003, 'hot'
G48008, 'not'
G29001, 'hot'
G39004, 'not'
G36025, 'hot'
G26014, 'not'
G34001, 'hot'
G04006, 'hot'
G34001, 'hot'
G12023, 'not'
G47003, 'not'
G21004, 'not'
G27005, 'hot'
G22004, 'not'
G27001, 'hot'
G39011, 'not'
G06019, 'hot'
G48031, 'hot'
G06017, 'not'
G40002, 'hot'
G48005, 'not'
G06027, 'hot'
G26003, 'not'
G13008, 'hot'
G09003, 'hot'
G30000, 'hot'
G36008, 'not'
G36024, 'not'
G39002, 'not'
G48001, 'hot'
G36011, 'hot'
G45004, 'hot'
G04006, 'hot'
G17002, 'hot'
G42012, 'not'
G05003, 'hot'
G17006, 'hot'
G13014, 'not'
G06049, 'hot'
G48005, 'not'
G26006, 'hot'
G26002, 'hot'
G20004, 'hot'
G18001, 'hot'
G20001, 'hot'
G48017, 'not'
G12004, 'hot'
G42011, 'hot'
G34006, 'not'
G12002, 'not'
G48008, 'hot'
G48004, 'not'
G08001, 'not'
G48010, 'not'
G55005, 'hot'
G48022, 'not'
G17006, 'not'
G39010, 'hot'
G06028, 'not'
